ticket;classe;tipo_provento;valor_recebido;data_pgto;mes;ano;status
MXRF11;FII;Dividendos;R$ 22,32;14/02/2025;2;2025;PAGO
RECT11;FII;Dividendos;R$ 3,60;14/02/2025;2;2025;PAGO
RECR11;FII;Dividendos;R$ 10,27;14/02/2025;2;2025;PAGO
BRCR11;FII;Dividendos;R$ 4,80;14/02/2025;2;2025;PAGO
ISAE4;Ação;JCP;R$ 39,34;21/02/2025;2;2025;PAGO
KLBN11;Ação;Dividendos;R$ 1,46;12/03/2025;3;2025;PAGO
IRDM11;FII;Dividendos;R$ 11,25;18/02/2025;2;2025;PAGO
VSLH11;FII;Dividendos;R$ 1,71;14/02/2025;2;2025;PAGO
VGIR11;FII;Dividendos;R$ 27,83;19/02/2025;2;2025;PAGO
BDIF11;FII-Infra;Dividendos;R$ 11,70;21/02/2025;2;2025;PAGO
BTLG11;FII;Dividendos;R$ 7,80;25/02/2025;2;2025;PAGO
ITSA4;Ação;JCP;R$ 7,45;07/03/2025;3;2025;PAGO
KLBN11;Ação;JCP;R$ 7,00;12/03/2025;3;2025;PAGO
VBBR3;Ação;JCP;R$ 4,69;30/05/2025;5;2025;A PAGAR
CMIG4;Ação;JCP;R$ 19,67;30/06/2025;6;2025;A PAGAR
VBBR3;Ação;JCP;R$ 5,23;29/08/2025;8;2025;A PAGAR
CMIG4;Ação;JCP;R$ 19,67;30/12/2025;12;2025;A PAGAR
XPML11;FII;Dividendos;R$ 13,80;25/02/2025;2;2025;PAGO
BBSE3;Ação;Dividendos;R$ 159,06;06/03/2025;3;2025;PAGO
BBSE3;Ação;JCP;R$ 2,59;06/03/2025;3;2025;PAGO
ITSA4;Ação;Dividendos;R$ 14,69;07/03/2025;3;2025;PAGO
ALZR11;FII;Dividendos;R$ 9,67;25/02/2025;2;2025;PAGO
CNES11;FII;Dividendos;R$ 0,13;27/02/2025;2;2025;PAGO
HSML11;FII;Dividendos;R$ 6,50;11/03/2025;3;2025;PAGO
BODB11;FII-Infra;Dividendos;R$ 32,55;11/03/2025;3;2025;PAGO
KDIF11;FII-Infra;Dividendos;R$ 15,00;11/03/2025;3;2025;PAGO
KNCR11;FII;Dividendos;R$ 12,84;17/03/2025;3;2025;PAGO
TVRI11;FII;Dividendos;R$ 10,30;18/03/2025;3;2025;PAGO
XPLG11;FII;Dividendos;R$ 9,02;18/03/2025;3;2025;PAGO
KNRI11;FII;Dividendos;R$ 10,00;18/03/2025;3;2025;PAGO
MXRF11;FII;Dividendos;R$ 24,30;18/03/2025;3;2025;PAGO
JSRE11;FII;Dividendos;R$ 4,80;18/03/2025;3;2025;PAGO
JURO11;FII-Infra;Dividendos;R$ 10,00;18/03/2025;3;2025;PAGO
HGLG11;FII;Dividendos;R$ 11,00;18/03/2025;3;2025;PAGO
MALL11;FII;Dividendos;R$ 8,50;18/03/2025;3;2025;PAGO
VINO11;FII;Dividendos;R$ 3,05;18/03/2025;3;2025;PAGO
GGBR4;Ação;Dividendos;R$ 3,20;14/03/2025;3;2025;PAGO
UGPA3;Ação;Dividendos;R$ 2,25;14/03/2025;3;2025;PAGO
KLBN11;Ação;Dividendos;R$ 1,46;14/03/2025;3;2025;PAGO
ITSA4;Ação;JCP;R$ 1,68;01/04/2025;4;2025;PAGO
BBAS3;Ação;Dividendos;R$ 15,77;20/03/2025;3;2025;PAGO
BBAS3;Ação;JCP;R$ 39,74;20/03/2025;3;2025;PAGO
BBAS3;Ação;Dividendos;R$ 0,91;20/03/2025;3;2025;PAGO
BBAS3;Ação;JCP;R$ 17,32;21/03/2025;3;2025;PAGO
ISAE4;Ação;JCP;R$ 39,34;21/03/2025;3;2025;PAGO
RECT11;FII;Dividendos;R$ 3,60;18/03/2025;3;2025;PAGO
RECR11;FII;Dividendos;R$ 9,46;18/03/2025;3;2025;PAGO
BRCR11;FII;Dividendos;R$ 4,50;18/03/2025;3;2025;PAGO
VSLH11;FII;Dividendos;R$ 1,71;18/03/2025;3;2025;PAGO
IRDM11;FII;Dividendos;R$ 12,00;20/03/2025;3;2025;PAGO
VGIR11;FII;Dividendos;R$ 28,49;21/03/2025;3;2025;PAGO
BTLG11;FII;Dividendos;R$ 7,80;25/03/2025;3;2025;PAGO
BDIF11;FII-Infra;Dividendos;R$ 13,00;25/03/2025;3;2025;PAGO
XPML11;FII;Dividendos;R$ 14,72;25/03/2025;3;2025;PAGO
ALZR11;FII;Dividendos;R$ 9,66;25/03/2025;3;2025;PAGO
UNIP3;Ação;Dividendos;R$ 2,08;02/04/2025;4;2025;PAGO
UNIP6;Ação;Dividendos;R$ 9,19;02/04/2025;4;2025;PAGO
ITSA4;Ação;Dividendos;R$ 3,32;22/04/2025;4;2025;PAGO
CSMG3;Ação;JCP;R$ 0,59;25/04/2025;4;2025;PAGO
CSMG3;Ação;Dividendos;R$ 0,35;25/04/2025;4;2025;PAGO
TAEE11;Ação;JCP;R$ 17,06;27/11/2025;11;2025;A PAGAR
CNES11;FII;Dividendos;R$ 0,07;28/03/2025;3;2025;PAGO
KDIF11;FII-Infra;Dividendos;R$ 15,00;07/04/2025;4;2025;PAGO
BODB11;FII-Infra;Dividendos;R$ 36,00;07/04/2025;4;2025;PAGO
HSML11;FII;Dividendos;R$ 8,45;07/04/2025;4;2025;PAGO
KNCR11;FII;Dividendos;R$ 12,48;11/04/2025;4;2025;PAGO
TVRI11;FII;Dividendos;R$ 10,30;14/04/2025;4;2025;PAGO
VINO11;FII;Dividendos;R$ 3,05;14/04/2025;4;2025;PAGO
HGLG11;FII;Dividendos;R$ 11,00;14/04/2025;4;2025;PAGO
MALL11;FII;Dividendos;R$ 8,50;14/04/2025;4;2025;PAGO
JURO11;FII-Infra;Dividendos;R$ 10,00;14/04/2025;4;2025;PAGO
KNRI11;FII;Dividendos;R$ 10,00;14/04/2025;4;2025;PAGO
JSRE11;FII;Dividendos;R$ 4,80;14/04/2025;4;2025;PAGO
XPLG11;FII;Dividendos;R$ 9,02;14/04/2025;4;2025;PAGO
MXRF11;FII;Dividendos;R$ 24,30;14/04/2025;4;2025;PAGO
PSSA3;Ação;Dividendos;R$ 0,12;10/04/2025;4;2025;PAGO
PSSA3;Ação;JCP;R$ 1,00;10/04/2025;4;2025;PAGO
RECT11;FII;Dividendos;R$ 3,30;14/04/2025;4;2025;PAGO
BRCR11;FII;Dividendos;R$ 4,50;14/04/2025;4;2025;PAGO
RECR11;FII;Dividendos;R$ 11,50;14/04/2025;4;2025;PAGO
VSLH11;FII;Dividendos;R$ 1,71;14/04/2025;4;2025;PAGO
IRDM11;FII;Dividendos;R$ 10,80;16/04/2025;4;2025;PAGO
VGIR11;FII;Dividendos;R$ 32,00;17/04/2025;4;2025;PAGO
BDIF11;FII-Infra;Dividendos;R$ 14,30;23/04/2025;4;2025;PAGO
ALZR11;FII;Dividendos;R$ 9,78;25/04/2025;4;2025;PAGO
BTLG11;FII;Dividendos;R$ 7,80;25/04/2025;4;2025;PAGO
XPML11;FII;Dividendos;R$ 15,64;25/04/2025;4;2025;PAGO
CNES11;FII;Dividendos;R$ 0,05;29/04/2025;4;2025;PAGO
AURE3;Ação;Dividendos;R$ 0,45;05/05/2025;5;2025;PAGO
SANB4;Ação;JCP;R$ 10,52;08/05/2025;5;2025;PAGO
CPLE3;Ação;Dividendos;R$ 0,79;15/05/2025;5;2025;PAGO
CPLE6;Ação;Dividendos;R$ 33,66;15/05/2025;5;2025;PAGO
TAEE11;Ação;Dividendos;R$ 29,32;28/05/2025;5;2025;A PAGAR
KDIF11;FII-Infra;Dividendos;R$ 14,30;08/05/2025;5;2025;PAGO
HSML11;FII;Dividendos;R$ 9,75;08/05/2025;5;2025;PAGO
BODB11;FII-Infra;Dividendos;R$ 30,10;08/05/2025;5;2025;PAGO
KNSC11;FII;Dividendos;R$ 0,77;14/05/2025;5;2025;PAGO
KNCR11;FII;Dividendos;R$ 13,92;15/05/2025;5;2025;PAGO
JURO11;FII-Infra;Dividendos;R$ 10,00;15/05/2025;5;2025;PAGO
JSRE11;FII;Dividendos;R$ 4,80;15/05/2025;5;2025;PAGO
MALL11;FII;Dividendos;R$ 8,50;15/05/2025;5;2025;PAGO
XPLG11;FII;Dividendos;R$ 9,02;15/05/2025;5;2025;PAGO
TVRI11;FII;Dividendos;R$ 10,30;15/05/2025;5;2025;PAGO
HGLG11;FII;Dividendos;R$ 11,00;15/05/2025;5;2025;PAGO
MXRF11;FII;Dividendos;R$ 27,00;15/05/2025;5;2025;PAGO
VINO11;FII;Dividendos;R$ 3,05;15/05/2025;5;2025;PAGO
KNRI11;FII;Dividendos;R$ 10,00;15/05/2025;5;2025;PAGO
CXSE3;Ação;Dividendos;R$ 40,02;15/05/2025;5;2025;PAGO
SAPR11;Ação;JCP;R$ 7,75;26/06/2025;6;2025;A PAGAR
VBBR3;Ação;Dividendos;R$ 10,08;28/11/2025;11;2025;A PAGAR
RECT11;FII;Dividendos;R$ 3,70;15/05/2025;5;2025;PAGO
RECR11;FII;Dividendos;R$ 13,60;15/05/2025;5;2025;PAGO
BRCR11;FII;Dividendos;R$ 4,50;15/05/2025;5;2025;PAGO
VSLH11;FII;Dividendos;R$ 2,16;15/05/2025;5;2025;PAGO
GGBR4;Ação;Dividendos;R$ 5,76;19/05/2025;5;2025;PAGO
IRDM11;FII;Dividendos;R$ 12,45;19/05/2025;5;2025;PAGO
VGIR11;FII;Dividendos;R$ 32,76;20/05/2025;5;2025;PAGO
BDIF11;FII-Infra;Dividendos;R$ 12,35;22/05/2025;5;2025;A PAGAR
BTLG11;FII;Dividendos;R$ 7,80;23/05/2025;5;2025;A PAGAR
ALZR11;FII;Dividendos;R$ 10,03;23/05/2025;5;2025;A PAGAR
XPML11;FII;Dividendos;R$ 16,56;23/05/2025;5;2025;A PAGAR
